,name,pca,adjusted_r2,r2,mae,mape,best_score,params,rae,job,size
1,dtr,24,-0.33029936297938556,0.3816918453757785,9019.541666666666,0.47706080781268345,0.2464498059560573,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 24}",0.44031977345842327,mConcatFit,288
2,lasso,21,0.18308737456352442,0.6203082163464269,9244.979094503984,7.945493857263987,-0.27426116600759987,"{'lasso__alpha': 0.01, 'pca__n_components': 21}",0.45132527249849397,mConcatFit,288
3,elasticnet,19,0.0410549600950435,0.5542931504667103,9177.840583689702,7.556333907311354,0.5892788500725568,"{'elasticnet__alpha': 0.11, 'elasticnet__l1_ratio': 0.1, 'pca__n_components': 19}",0.44804767647814026,mConcatFit,288
4,svr,19,-0.055097519259856176,0.5096025614707711,9446.421195866746,7.029966560585115,0.41038730976019056,"{'pca__n_components': 19, 'svr__alpha': 0.1901, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}",0.46115935761224675,mConcatFit,288
5,big,xD,,-1.3088642810785913,7564.597222222223,0.44231623982496376,,,0.6307567213810031,mConcatFit,288
0,knn,13,0.8045138235236382,0.8047850050191334,281.7795356647441,0.2609853081022155,0.8140229523954179,"{'knn__n_neighbors': 5, 'pca__n_components': 13}",0.22921484889622123,mDiffFit,109575
1,dtr,33,0.8202930554282474,0.8205423477253206,281.523709571439,0.3114828125618561,0.8111661462160226,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 33}",0.2290067459934242,mDiffFit,109575
2,lasso,37,0.7204741296459352,0.7208618923252129,606.7626879912078,1.9370840671474956,0.7116426510107823,"{'lasso__alpha': 0.060000000000000005, 'pca__n_components': 37}",0.49357387688097865,mDiffFit,109575
3,elasticnet,36,0.5482069174855664,0.5488336519482229,740.4422472101938,2.4986949312072397,0.527492268270159,"{'elasticnet__alpha': 0.46, 'elasticnet__l1_ratio': 0.4, 'pca__n_components': 36}",0.6023161242361941,mDiffFit,109575
4,svr,21,0.5574577756139658,0.5580716771408767,722.5213666621801,2.356503695101708,0.5386541540074679,"{'pca__n_components': 21, 'svr__alpha': 0.0601, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}",0.5877383021909923,mDiffFit,109575
