,dataset,pipeline,name,pca,adjusted_r2,r2,mae,mape,best_score,params
3,Between2KmsAnd25Kms,two_step_7_cat,elasticnet,95,0.8798980026185768,0.881472850001459,1676.8325188039842,0.25042115907802875,0.8814195341395505,"{'elasticnet__alpha': 0.01, 'elasticnet__l1_ratio': 0.4, 'pca__n_components': 95}"
4,Between2KmsAnd25Kms,two_step_7_cat,svr,47,0.8659651032347853,0.8677226469142232,1762.866062321935,0.2651179015888247,0.8648705662478484,"{'pca__n_components': 47, 'svr__alpha': 0.0101, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l2'}"
0,Between2KmsAnd25Kms,two_step_8_cat,knn,74,0.9145285471450773,0.9156945815350186,1226.5080121838166,0.15400288102946327,0.9026964095322532,"{'knn__n_neighbors': 3, 'pca__n_components': 74}"
1,Between2KmsAnd25Kms,two_step_8_cat,dtr,76,0.8568692276252889,0.8588218725994076,1537.8776321017083,0.19267824635640493,0.8270521155645281,"{'dtr__criterion': 'friedman_mse', 'pca__n_components': 76}"
2,Between2KmsAnd25Kms,two_step_8_cat,lasso,95,0.8895411030950936,0.891048025794591,1659.9828097571958,0.24663947362805097,0.891875887650083,"{'lasso__alpha': 0.36000000000000004, 'pca__n_components': 95}"
3,Between2KmsAnd25Kms,two_step_8_cat,elasticnet,96,0.8453697013996162,0.847479227327542,2025.1485446659856,0.302536675907173,0.851645647384001,"{'elasticnet__alpha': 0.46, 'elasticnet__l1_ratio': 0.9, 'pca__n_components': 96}"
4,Between2KmsAnd25Kms,two_step_8_cat,svr,51,0.8648557439528188,0.8666994338035288,1813.9811965659694,0.2744079737084483,0.8633171490770235,"{'pca__n_components': 51, 'svr__alpha': 0.18009999999999998, 'svr__loss': 'squared_loss', 'svr__max_iter': 10000, 'svr__penalty': 'l1'}"
0,Between2KmsAnd25Kms,two_step_9_cat,knn,72,0.9220627412525518,0.9231672825354627,1198.195382510043,0.15543148517511424,0.9084863329871864,"{'knn__n_neighbors': 3, 'pca__n_components': 72}"
1,Between2KmsAnd25Kms,two_step_9_cat,dtr,48,0.8498414256882195,0.8519695008473401,1584.433187657264,0.20243446029899273,0.8208703591982685,"{'dtr__criterion': 'mse', 'pca__n_components': 48}"
2,Between2KmsAnd25Kms,two_step_9_cat,lasso,106,0.89539753615773,0.8968799816717861,1604.5105017160067,0.24053326535710054,0.8958991385263697,"{'lasso__alpha': 0.060000000000000005, 'pca__n_components': 106}"
