,workflowName,size,executable,args,inputs,outputs,name,cpu.manufacturer,cpu.brand,cpu.speed,cpu.cores,cpu.physicalCores,cpu.processors,mem.total,mem.free,mem.used,mem.active,mem.available,mem.buffers,mem.cached,mem.slab,mem.buffcache,mem.swaptotal,mem.swapused,mem.swapfree,total_cpus,avg_cpus,avg_pods,total_ram_available,average_ram_available,execTimeMs
14258,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,3.1,4,4,1,16824107008,1288515584,15535591424,1402626048,15421480960,348327936,13148418048,1112514560,14609260544,0,0,0,19.6,3.92,110.0,68207180000,13641436000.0,977.0
9192,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,2,2,1,8257200128,3908657152,4348542976,1063755776,7193444352,2768896,2677116928,601731072,3281616896,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,1906.0
67753,montage2,0.01,mImgtbl,4,3,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,13232926720,3591176192,1180975104,15643127808,273956864,2112675840,418721792,2805354496,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,141.0
13208,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,8,8,1,33359015936,29005672448,4353343488,1394233344,31964782592,2768896,2569068544,978231296,3550068736,0,0,0,17.75,5.916666666666667,44.333333333333336,66543572000,22181190666.666668,295.0
37077,montage2,0.25,mImgtbl,4,31,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,11261210624,5562892288,1404268544,15419834368,334274560,3360133120,882954240,4577361920,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,320.0
9198,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon®,2.2,4,4,1,15767138304,4273168384,11493969920,1557696512,14209441792,334725120,9079926784,990412800,10405064704,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,4284.0
5611,montage2,1.0,mImgtbl,4,218,1,mImgtbl,Intel®,Xeon® Platinum 8259CL,2.5,2,2,1,8257200128,5565648896,2691551232,1103798272,7153401856,2768896,950345728,707731456,1660846080,0,0,0,7.72,1.93,30.5,25340644000,6335161000.0,1845.0
40547,montage2,0.25,mImgtbl,4,31,1,mImgtbl,AMD,EPYC 7B12,2.25,4,4,1,16824102912,13330554880,3493548032,1135792128,15688310784,279322624,1995255808,493236224,2767814656,0,0,0,13.69,3.4225,110.0,47131832000,11782958000.0,568.0
36002,montage2,0.25,mImgtbl,4,31,1,mImgtbl,Intel®,Xeon®,2.8,4,4,1,16824102912,9627361280,7196741632,1390596096,15433506816,293605376,5277016064,633573376,6204194816,0,0,0,15.68,3.92,110.0,54565744000,13641436000.0,261.0
52514,montage,2.0,mImgtbl,4,308,1,mImgtbl,Intel®,Xeon®,2.2,4,2,1,15767138304,8820224000,6946914304,1222279168,14544859136,270802944,5290831872,567681024,6129315840,0,0,0,12.7,3.175,110.0,40992952000,10248238000.0,1936.0
